labels,Summary,Issue Type,Priority,Description,Sprint,Epic Name,Epic Link
LEAP1T1,Data Cleaning & Preparation,Story,Medium,"*Acceptance Criteria:* \\  \\ * Missing values, incorrect types, malformed dates and outliers are handled explicitly. \\  \\ *Tasks:* \\  \\ Implement cleaning transforms for missing values, type coercion, date parsing and outlier treatment. \\  \\ Record every cleaning decision so results are reproducible.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Surface Business Insights,Story,Medium,*Acceptance Criteria:* \\  \\ * At least three business insights are produced from the dataset. \\  \\ *Tasks:* \\  \\ Compute trade volume (count and value by date). \\  \\ Identify most active accounts and fill rate (filled vs rejected). \\  \\ Compute exposure by instrument and average trade size over a period. \\  \\ *Notes:* \\  \\ * Insights must be explainable to a non-technical stakeholder.,Sprint 4,,S4 Analytics & ETL
LEAP1T1,Visualisations for a Non-Technical Audience,Story,Medium,"*Acceptance Criteria:* \\  \\ * Clear, well-labelled charts communicate the insights to a non-technical audience. \\  \\ *Tasks:* \\  \\ Select appropriate chart types for each insight (matplotlib / seaborn / plotly). \\  \\ Assemble the charts into a simple dashboard view.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Simple ETL Pipeline,Story,Medium,"*Acceptance Criteria:* \\  \\ * Data ingestion is structured as a testable extract-transform-load pipeline. \\  \\ *Tasks:* \\  \\ Structure ingestion into distinct extract, transform and load stages. \\  \\ Load prepared data into the analytical store for reporting. \\  \\ *Notes:* \\  \\ * ETL is introduced conceptually here, not built to depth; depth comes in Sprint 7 and the DE specialisation.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Access Data Through a REST API,Story,Medium,"*Acceptance Criteria:* \\  \\ * Data is accessed through a REST API, handling auth, pagination and rate limits. \\  \\ *Tasks:* \\  \\ Call a REST data endpoint with authentication and pagination. \\  \\ Handle rate-limit responses gracefully and load the results for analysis. \\  \\ *Notes:* \\  \\ * Reinforces choosing API access over building a pipeline when appropriate.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Pipeline Tests (pytest),Story,Medium,*Acceptance Criteria:* \\  \\ * pytest validates the pipeline transforms and outputs and catches bad data early. \\  \\ *Tasks:* \\  \\ Write unit tests for the transform functions. \\  \\ Add validation tests that fail on malformed or out-of-range input. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid input transforms to expected output \\ # missing required field is rejected \\ # out-of-range value is flagged \\ # empty dataset handled without error,Sprint 4,,S4 Analytics & ETL
LEAP1T1,Define Snowflake Analytical Schema,Story,Low,"*Acceptance Criteria:* \\  \\ * A dimensional model for trade analytics is defined in Snowflake. \\  \\ *Tasks:* \\  \\ Define DIM_ACCOUNT, DIM_INSTRUMENT, DIM_DATE and FACT_TRADES. \\  \\ Document the star schema and its grain. \\  \\ *Notes:* \\  \\ * This schema is the load target for the Sprint 7 batch pipeline.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Core Business Logic (Java & OOAD),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The core trading engine is designed with UML and built in clean, SOLID, unit-tested Java. \\ * Domain entities, enums, DTOs and a custom exception hierarchy model the trading domain. \\ * Order placement and settlement logic is standalone and ready to wrap in a service; no DB or API yet. \\  \\ *Notes:* \\  \\ * Pure domain logic; this is the business-logic engine the Sprint 6 service will expose. \\ * Security focus: input validation in the domain model, defensive coding and clean code to minimise the vulnerability surface.",Sprint 5,S5 Core Business Logic,
LEAP1T1,Domain Modelling (UML Class & Sequence Diagrams),Story,High,"*Acceptance Criteria:* \\  \\ * UML class and sequence diagrams model the trading domain and order lifecycle. \\  \\ *Tasks:* \\  \\ Identify entities, responsibilities and relationships from the requirements. \\  \\ Produce class diagrams (association, aggregation, composition, inheritance). \\  \\ Produce sequence diagrams for order placement and settlement. \\  \\ Peer-review the diagrams and refine.",Sprint 5,,S5 Core Business Logic
LEAP1T1,Domain Entities,Story,High,"*Acceptance Criteria:* \\  \\ * Account, Instrument, Order and Position entities are implemented in Java. \\  \\ *Tasks:* \\  \\ Create Account (id, accountId, holderName, cashBalance, status, version, lastUpdated) with debit(), credit(), isActive(). \\  \\ Create Instrument (id, symbol, name, assetClass, currency, tradable) with isTradable(). \\  \\ Create Order (id, accountId, symbol, side, quantity, price, status, idempotencyKey, createdOn). \\  \\ Create Position (accountId, symbol, quantity, averageCost) with apply() and marketValue().",Sprint 5,,S5 Core Business Logic
LEAP1T1,Domain Enums,Story,Medium,"*Acceptance Criteria:* \\  \\ * AccountStatus, OrderSide and OrderStatus enums are defined. \\  \\ *Tasks:* \\  \\ Create AccountStatus (ACTIVE, SUSPENDED, CLOSED). \\  \\ Create OrderSide (BUY, SELL) and OrderStatus (NEW, FILLED, REJECTED, CANCELLED).",Sprint 5,,S5 Core Business Logic
LEAP1T1,DTOs with Validation,Story,High,"*Acceptance Criteria:* \\  \\ * Request and response DTOs carry validation annotations. \\  \\ *Tasks:* \\  \\ Create PlaceOrderRequest with @NotNull and @Positive validations. \\  \\ Create OrderResponse, AccountResponse, PositionResponse and ErrorResponse. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid request passes validation \\ # null required field is rejected \\ # non-positive quantity or price is rejected",Sprint 5,,S5 Core Business Logic
LEAP1T1,Custom Exception Hierarchy,Story,High,*Acceptance Criteria:* \\  \\ * A custom exception hierarchy models the domain error conditions. \\  \\ *Tasks:* \\  \\ Create AccountNotFoundException and AccountNotActiveException. \\  \\ Create InstrumentNotFoundException. \\  \\ Create InsufficientFundsException and InsufficientHoldingsException. \\  \\ Create DuplicateOrderException for reused idempotency keys.,Sprint 5,,S5 Core Business Logic
LEAP1T1,Order Placement & Settlement Logic,Story,High,"*Acceptance Criteria:* \\  \\ * Buy and sell rules are enforced and positions and cash update atomically. \\  \\ *Tasks:* \\  \\ Implement order validation (account exists and is ACTIVE, instrument tradable, quantity and price > 0). \\  \\ Implement BUY logic: verify cash balance >= quantity x price, then debit cash and update position. \\  \\ Implement SELL logic: verify held quantity >= order quantity, then credit cash and reduce position. \\  \\ Enforce idempotency using the idempotency key. \\  \\ *Unit Test Execution Paths:* \\  \\ # buy succeeds and updates cash and position \\ # buy rejected on insufficient funds \\ # sell rejected on insufficient holdings \\ # order rejected on inactive account \\ # order rejected on unknown or non-tradable instrument \\ # duplicate idempotency key rejected",Sprint 5,,S5 Core Business Logic
LEAP1T1,"Unit Tests (TDD, JUnit)",Story,High,"*Acceptance Criteria:* \\  \\ * Domain logic is covered by meaningful JUnit tests written test-first (red-green-refactor). \\  \\ *Tasks:* \\  \\ Write AccountTest: testDebit_Success, testDebit_InsufficientFunds, testCredit_Success. \\  \\ Write OrderLogicTest: testBuy_Success, testSell_InsufficientHoldings, testReject_InactiveAccount. \\  \\ Write PlaceOrderRequestValidationTest: testValidRequest, testInvalidQuantity, testNullFields. \\  \\ *Notes:* \\  \\ * A single unit test is one class, one method, one execution path; cover error paths as isolated tests.",Sprint 5,,S5 Core Business Logic
LEAP1T1,Trade REST API (Spring Boot),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The Sprint 5 logic is wrapped in a layered Spring Boot service with MyBatis persistence to Postgres. \\ * REST endpoints are exposed to an OpenAPI 3 specification and the service is Dockerised. \\ * JWT validation is stubbed until the Sprint 8 auth service lands. \\  \\ *Notes:* \\  \\ * First service exposing the core logic via an API. \\ * Security focus: Spring Security JWT validation on protected endpoints, Bean Validation on DTOs, safe error handling with no stack-trace leakage (OWASP A01, A05).",Sprint 6,S6 Trade REST API,
LEAP1T1,Spring Boot Project Setup,Story,Medium,"*Acceptance Criteria:* \\  \\ * A Spring Boot project is bootstrapped with the required dependencies and configuration. \\  \\ *Tasks:* \\  \\ Create the Spring Boot project and add web, validation, MyBatis and OpenAPI dependencies. \\  \\ Configure application properties (datasource, server port, logging).",Sprint 6,,S6 Trade REST API
LEAP1T1,OpenAPI Contract-First Specification,Story,High,"*Acceptance Criteria:* \\  \\ * An OpenAPI 3 specification defines the order and account endpoints before implementation. \\  \\ *Tasks:* \\  \\ Author the OpenAPI spec for POST /orders, DELETE /orders/{id} and the account endpoints. \\  \\ Define request/response schemas and error responses in the spec. \\  \\ *Notes:* \\  \\ * Contract-first: the spec drives both the Spring Boot implementation and the Angular typed clients.",Sprint 6,,S6 Trade REST API
LEAP1T1,Layered Architecture (Controller-Service-Repository),Story,High,"*Acceptance Criteria:* \\  \\ * The service follows a clean controller to service to repository layering. \\  \\ *Tasks:* \\  \\ Establish controller, service and repository layers with clear responsibilities. \\  \\ Wire dependency injection between the layers.",Sprint 6,,S6 Trade REST API
LEAP1T1,MyBatis Persistence Mappers,Story,High,"*Acceptance Criteria:* \\  \\ * MyBatis mappers persist and query against the Sprint 3 Postgres schema using parameterised queries. \\  \\ *Tasks:* \\  \\ Implement MyBatis mappers for accounts, orders and positions. \\  \\ Use parameterised statements throughout to prevent injection. \\  \\ Map result sets to the domain and DTO objects. \\  \\ *Unit Test Execution Paths:* \\  \\ # order row inserted and retrievable \\ # account and positions read correctly \\ # mapper throws on constraint violation",Sprint 6,,S6 Trade REST API
LEAP1T1,OrderService with Transactions,Story,High,"*Acceptance Criteria:* \\  \\ * OrderService wraps the core logic with transactional order processing. \\  \\ *Tasks:* \\  \\ Implement placeOrder(PlaceOrderRequest), cancelOrder(orderId), validateOrder() and executeOrder(). \\  \\ Annotate order placement with @Transactional so cash and position update atomically. \\  \\ Apply optimistic locking using the account version. \\  \\ *Unit Test Execution Paths:* \\  \\ # place order commits cash and position together \\ # failed order rolls back with no partial write \\ # concurrent update detected via optimistic lock",Sprint 6,,S6 Trade REST API
LEAP1T1,AccountService,Story,Medium,"*Acceptance Criteria:* \\  \\ * AccountService exposes account, balance, positions and order-history reads. \\  \\ *Tasks:* \\  \\ Implement getAccount(id), getBalance(id), getPositions(id) and getOrders(id). \\  \\ *Unit Test Execution Paths:* \\  \\ # account details returned for valid id \\ # not-found error for unknown account",Sprint 6,,S6 Trade REST API
LEAP1T1,Order Endpoints (Place & Cancel),Story,High,"*Acceptance Criteria:* \\  \\ * POST /api/v1/orders places an order and DELETE /api/v1/orders/{id} cancels a working order. \\  \\ *Tasks:* \\  \\ Implement POST /api/v1/orders returning orderId, status and echo of the order. \\  \\ Implement DELETE /api/v1/orders/{id} returning the updated order status. \\  \\ Return conflict (ORD-409) when cancelling a filled or already-cancelled order. \\  \\ *Unit Test Execution Paths:* \\  \\ # request mapping invalid (400) \\ # server error (500) \\ # order placed and filled successfully \\ # order rejected on business-rule failure \\ # working order cancelled successfully \\ # cancel of filled order returns conflict \\  \\ *Integration Test* \\  \\ Test the flow to place and cancel orders using the real controller, service and MyBatis persistence against Postgres.",Sprint 6,,S6 Trade REST API
LEAP1T1,Account & Portfolio Endpoints,Story,Medium,"*Acceptance Criteria:* \\  \\ * GET endpoints expose account details, cash balance, positions and order history. \\  \\ *Tasks:* \\  \\ Implement GET /api/v1/accounts/{id}, /balance, /positions and /orders. \\  \\ Shape responses via the account and position DTOs. \\  \\ *Unit Test Execution Paths:* \\  \\ # request mapping invalid (400) \\ # server error (500) \\ # account, balance, positions and orders returned successfully \\ # unknown account returns not found \\  \\ *Integration Test* \\  \\ Test the read flows using the real controller, service and persistence classes.",Sprint 6,,S6 Trade REST API
LEAP1T1,Bean Validation & DTO Shaping,Story,Medium,*Acceptance Criteria:* \\  \\ * Incoming requests are validated with Bean Validation and responses are shaped by DTOs. \\  \\ *Tasks:* \\  \\ Apply @Valid and Bean Validation constraints on request DTOs. \\  \\ Return VAL-422 for invalid input. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid request accepted \\ # invalid quantity or price returns 422 \\ # null required field returns 422,Sprint 6,,S6 Trade REST API
LEAP1T1,Global Exception Handler & Error Catalog,Story,High,"*Acceptance Criteria:* \\  \\ * A @ControllerAdvice maps domain exceptions to the documented error catalog with no stack-trace leakage. \\  \\ *Tasks:* \\  \\ Implement @ControllerAdvice with @ExceptionHandler methods. \\  \\ Map exceptions to ACC-404, ACC-403, INS-404, ORD-400, ORD-409, VAL-422 and AUTH-401 with correct HTTP status. \\  \\ Return the ErrorResponse shape and log the error internally without exposing internals. \\  \\ *Unit Test Execution Paths:* \\  \\ # account not found maps to ACC-404 (404) \\ # inactive account maps to ACC-403 (403) \\ # insufficient funds maps to ORD-400 (400) \\ # duplicate order maps to ORD-409 (409) \\ # invalid input maps to VAL-422 (422)",Sprint 6,,S6 Trade REST API
LEAP1T1,Structured Logging,Story,Low,"*Acceptance Criteria:* \\  \\ * The service emits structured logs suitable for auditing order activity. \\  \\ *Tasks:* \\  \\ Add structured logging around order placement, cancellation and errors. \\  \\ Ensure no secrets or sensitive payloads are logged.",Sprint 6,,S6 Trade REST API
LEAP1T1,JWT Validation Stub,Story,Medium,*Acceptance Criteria:* \\  \\ * Protected endpoints validate a JWT via a stub until the Sprint 8 auth service is integrated. \\  \\ *Tasks:* \\  \\ Add a Spring Security filter that validates a stubbed JWT on protected routes. \\  \\ Return AUTH-401 for missing or invalid tokens. \\  \\ *Notes:* \\  \\ * The stub is replaced by the real NestJS auth service in Sprint 8.,Sprint 6,,S6 Trade REST API
LEAP1T1,Containerise the Service,Story,Medium,*Acceptance Criteria:* \\  \\ * The service runs as a Docker image built with a multi-stage Dockerfile. \\  \\ *Tasks:* \\  \\ Write a multi-stage Dockerfile that builds and packages the service. \\  \\ Verify the containerised service starts and serves requests.,Sprint 6,,S6 Trade REST API
LEAP1T1,Event-Driven Backbone (Kafka & ETL),Epic,Medium,"*Acceptance Criteria:* \\  \\ * Kafka topics, producers and consumers move trade events between services as the real-time backbone. \\ * A batch ETL pipeline loads trade data into Snowflake with data-quality checks; the dashboard consumes real-time and batch sources. \\ * A Trade Executor consumes trade events and executes asynchronously via the provided Broker Simulator API. \\  \\ *Notes:* \\  \\ * Real-time plus batch data backbone. \\ * Security focus: DevSecOps in CI (SAST, dependency scanning, secret detection) and SonarQube quality gates (OWASP A06, A08).",Sprint 7,S7 Event-Driven Backbone,
LEAP1T1,Kafka Topic Design,Story,Medium,"*Acceptance Criteria:* \\  \\ * Topics and partitions are designed for trade events and market data. \\  \\ *Tasks:* \\  \\ Define the trades, trade-events and market-data topics. \\  \\ Choose partition counts and keys appropriate to ordering and throughput. \\  \\ Document the topic design and rationale.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Trade Event Producers,Story,Medium,"*Acceptance Criteria:* \\  \\ * Services emit trade events to Kafka as orders are placed and progress. \\  \\ *Tasks:* \\  \\ Add producers that publish newly placed orders to the trades topic. \\  \\ Publish lifecycle events (filled, rejected, cancelled) to trade-events. \\  \\ *Unit Test Execution Paths:* \\  \\ # event published on successful order \\ # producer handles broker/broker-bus unavailability",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Trade Event Consumers,Story,Medium,*Acceptance Criteria:* \\  \\ * Consumers process trade events and update downstream state. \\  \\ *Tasks:* \\  \\ Implement consumers for the trades and trade-events topics. \\  \\ Ensure consumers are idempotent against redelivery. \\  \\ *Unit Test Execution Paths:* \\  \\ # event consumed and processed once \\ # duplicate delivery handled idempotently,Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Trade Executor via Broker Simulator,Story,High,"*Acceptance Criteria:* \\  \\ * The Trade Executor consumes trade events and executes trades asynchronously via the provided Broker Simulator API. \\  \\ *Tasks:* \\  \\ Consume trade events and submit them to the Broker Simulator API. \\  \\ Handle asynchronous execution responses and update trade status. \\  \\ Apply retries and timeouts on the external call. \\  \\ *Unit Test Execution Paths:* \\  \\ # trade submitted and execution confirmed \\ # broker timeout triggers retry \\ # execution failure recorded and surfaced \\  \\ *Integration Test* \\  \\ Test the executor against a mocked Broker Simulator API covering success, timeout and failure responses.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Batch ETL Pipeline (Postgres to Snowflake),Story,Medium,"*Acceptance Criteria:* \\  \\ * Trade data is extracted from Postgres, transformed and loaded into the Snowflake analytics warehouse. \\  \\ *Tasks:* \\  \\ Implement extract, transform and load stages for trade data. \\  \\ Load the FACT_TRADES and dimension tables defined in Sprint 4. \\  \\ *Unit Test Execution Paths:* \\  \\ # full load populates the warehouse \\ # transform handles nulls and type mismatches",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Pipeline Resilience,Story,High,*Acceptance Criteria:* \\  \\ * The pipeline handles errors with retries and idempotency so reruns are safe. \\  \\ *Tasks:* \\  \\ Add retry logic with backoff on transient failures. \\  \\ Make loads idempotent (incremental vs full) so reprocessing does not duplicate data. \\  \\ *Unit Test Execution Paths:* \\  \\ # transient failure retried then succeeds \\ # rerun does not duplicate loaded rows,Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Data Quality & Dead-Letter Handling,Story,High,*Acceptance Criteria:* \\  \\ * Records are validated and schema-checked; bad records are routed to a dead-letter queue without killing the pipeline. \\  \\ *Tasks:* \\  \\ Add validation and schema checks on inbound records. \\  \\ Route invalid records to a dead-letter queue and alert. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid record loaded \\ # invalid record routed to dead-letter \\ # pipeline continues after a bad record,Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Characterisation Tests on Starter Codebase,Story,Medium,"*Acceptance Criteria:* \\  \\ * Characterisation tests capture existing behaviour of the refactor starter codebase as a safety net. \\  \\ *Tasks:* \\  \\ Write characterisation tests around the provided starter codebase. \\  \\ Apply the first set of refactors (extract method, replace conditional, introduce parameter object) with tests proving behaviour is unchanged.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,SonarQube Quality Gates & DevSecOps in CI,Story,Medium,"*Acceptance Criteria:* \\  \\ * SonarQube analysis and DevSecOps checks run in CI and enforce quality and security gates. \\  \\ *Tasks:* \\  \\ Wire SonarQube analysis into the pipeline and interpret findings. \\  \\ Add SAST, dependency scanning and secret detection to CI. \\  \\ Configure quality gates that fail the build on threshold breaches.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Dashboard Consumes Real-Time & Batch,Story,Low,*Acceptance Criteria:* \\  \\ * The analytics dashboard is updated to consume from both the real-time stream and the batch warehouse. \\  \\ *Tasks:* \\  \\ Extend the Sprint 4 dashboard to read real-time and batch sources. \\  \\ Reconcile the two views for consistency.,Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Authentication Service (NestJS / JWT),Epic,Medium,"*Acceptance Criteria:* \\  \\ * A centralised NestJS auth service issues and validates JWTs with credentials hashed in Postgres. \\ * At least one Spring Boot route is protected by real tokens end-to-end, with live OpenAPI docs. \\ * The auth flow is reviewed against the auth-focused OWASP items. \\  \\ *Notes:* \\  \\ * The security keystone of the platform. \\ * Security focus: password hashing, JWT issuance and validation, defence against token leakage, replay and timing attacks (OWASP A07, A01).",Sprint 8,S8 Auth Service,
LEAP1T1,NestJS Project Scaffold,Story,Medium,"*Acceptance Criteria:* \\  \\ * A modular, layered NestJS service is scaffolded in TypeScript with controller, service and repository layers. \\  \\ *Tasks:* \\  \\ Scaffold the NestJS project with modules, controllers and providers. \\  \\ Establish the layered structure and dependency injection.",Sprint 8,,S8 Auth Service
LEAP1T1,OpenAPI-First Auth Contract,Story,Medium,"*Acceptance Criteria:* \\  \\ * The auth endpoints are defined OpenAPI-first before implementation. \\  \\ *Tasks:* \\  \\ Define the login, register and refresh contracts in OpenAPI. \\  \\ Define token and error response schemas.",Sprint 8,,S8 Auth Service
LEAP1T1,Register / Login / Refresh Endpoints,Story,High,"*Acceptance Criteria:* \\  \\ * The auth service exposes register, login and refresh REST endpoints. \\  \\ *Tasks:* \\  \\ Implement register(), login() and refresh() in AuthService. \\  \\ Validate inputs with class-validator and class-transformer. \\  \\ *Unit Test Execution Paths:* \\  \\ # request mapping invalid (400) \\ # server error (500) \\ # registration succeeds for new user \\ # registration rejected for existing user \\ # login succeeds and returns a token \\ # login fails on bad credentials \\ # refresh issues a new token for a valid refresh token \\  \\ *Integration Test* \\  \\ Test register, login and refresh against the real service and Postgres persistence.",Sprint 8,,S8 Auth Service
LEAP1T1,Password Hashing,Story,High,*Acceptance Criteria:* \\  \\ * Passwords are hashed with bcrypt or argon2 using per-user salts; plaintext is never stored. \\  \\ *Tasks:* \\  \\ Hash credentials with bcrypt or argon2 and store only the hash and salt. \\  \\ Verify passwords using a constant-time comparison. \\  \\ *Unit Test Execution Paths:* \\  \\ # correct password verifies \\ # incorrect password fails verification \\ # weak hashing (MD5/SHA) is not used,Sprint 8,,S8 Auth Service
LEAP1T1,JWT Issuance,Story,High,"*Acceptance Criteria:* \\  \\ * A signed JWT is issued on successful login with a correct payload and expiry. \\  \\ *Tasks:* \\  \\ Implement TokenService.issue() building a signed token (header, payload, signature). \\  \\ Set expiry and required claims; sign with a securely managed secret. \\  \\ *Unit Test Execution Paths:* \\  \\ # token issued with correct claims and expiry \\ # token signature verifies with the service key",Sprint 8,,S8 Auth Service
LEAP1T1,JWT Validation on Protected Routes,Story,High,"*Acceptance Criteria:* \\  \\ * Tokens are validated on protected routes and rejected when invalid or expired. \\  \\ *Tasks:* \\  \\ Implement TokenService.verify() and decode(). \\  \\ Reject expired, tampered or malformed tokens with AUTH-401. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid token accepted \\ # expired token rejected \\ # tampered signature rejected \\ # malformed token rejected",Sprint 8,,S8 Auth Service
LEAP1T1,"Guards, Decorators & Interceptors",Story,High,*Acceptance Criteria:* \\  \\ * Guards protect routes and a decorator extracts the authenticated user from the token. \\  \\ *Tasks:* \\  \\ Implement an auth guard on protected endpoints. \\  \\ Add a decorator that extracts the user from the validated token. \\  \\ Add interceptors as needed for the request lifecycle. \\  \\ *Unit Test Execution Paths:* \\  \\ # guard blocks unauthenticated request \\ # guard allows authenticated request \\ # user correctly extracted from token,Sprint 8,,S8 Auth Service
LEAP1T1,Structured Logging,Story,Low,*Acceptance Criteria:* \\  \\ * The service uses structured logging (winston or pino) without logging sensitive data. \\  \\ *Tasks:* \\  \\ Add structured logging around auth events. \\  \\ Ensure credentials and tokens are never written to logs.,Sprint 8,,S8 Auth Service
LEAP1T1,Auth-Focused OWASP Security Review,Story,High,"*Acceptance Criteria:* \\  \\ * The auth flow is reviewed against auth-specific OWASP items and hardened. \\  \\ *Tasks:* \\  \\ Review for broken authentication and broken access control (OWASP A07, A01). \\  \\ Assess and mitigate token leakage, replay and timing attacks and weak secrets. \\  \\ Document findings and remediations.",Sprint 8,,S8 Auth Service
LEAP1T1,Unit Tests (Jest),Story,Medium,"*Acceptance Criteria:* \\  \\ * Meaningful Jest tests cover the service, guards and token handling. \\  \\ *Tasks:* \\  \\ Write unit tests mocking providers and testing guards. \\  \\ Cover token issuance, validation and error paths. \\  \\ *Unit Test Execution Paths:* \\  \\ # guard unit test blocks and allows correctly \\ # token issuance produces valid token \\ # validation rejects expired and tampered tokens",Sprint 8,,S8 Auth Service
